Player,<5Ft FGM,<5Ft FGA,<5Ft FG%,5-9 Ft FGM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year
Eric Mobley,4.4,8,0.547,0.7,1.7,0.436,1.1,2.2,0.5,1.2,3.4,0.348,1.4,3.8,0.379,0.4,1.6,0.227,1996
Eric Montross,8.3,14.3,0.578,1.3,4,0.327,1.7,4.8,0.358,3,7.3,0.406,3.8,9.3,0.406,0.6,1.6,0.37,1996
Eric Murdock,2.8,5.8,0.471,0.9,1.9,0.471,0.6,1.6,0.375,1.3,3.6,0.35,1.2,3,0.394,0.2,0.6,0.4,1996
Eric Piatkowski,4.4,8,0.545,0.9,2.2,0.398,0.7,1.8,0.418,1,2.6,0.373,1.4,4.1,0.35,0.1,0.7,0.174,1996
Eric Snow,3.8,7.3,0.518,0.9,1.9,0.49,1,2.3,0.426,1.3,3.2,0.401,1.8,4.5,0.4,0.4,0.9,0.5,1996
Eric Williams,16.6,30.4,0.545,1.9,3.6,0.542,2.4,4.6,0.52,3.1,6.4,0.488,4.8,11.2,0.424,0.4,1,0.367,1996
Erick Dampier,4.5,8.3,0.539,0.6,2.3,0.269,1.2,2.9,0.403,2.1,4.7,0.437,2.1,5.5,0.381,0.5,1.4,0.357,1996
Erick Strickland,8.2,13.9,0.59,2.3,5.4,0.428,1.9,5.2,0.371,3.1,8.1,0.377,4.4,10.7,0.41,0,0.7,0,1996
Ervin Johnson,11.7,22.1,0.531,3,6.5,0.451,2.5,6.1,0.413,4.9,11.8,0.416,4.1,9.6,0.431,0.5,1.4,0.383,1996
Evric Gray,2,4.2,0.476,0.8,1.3,0.6,1,1.3,0.8,1.4,3.6,0.389,1.2,4.4,0.273,0,0.5,0,1996
Felton Spencer,7.5,12.5,0.604,1.7,3.7,0.463,1.3,3.7,0.363,3.1,7,0.44,3.3,8.2,0.402,0.3,0.8,0.333,1996
Frank Brickowski,6,12.5,0.481,0.8,1.3,0.611,1.4,2.9,0.488,1.9,3.2,0.608,2.4,5.6,0.421,0.1,0.9,0.111,1996
Frankie King,4.3,8.3,0.517,0.2,1,0.2,0.5,1.8,0.286,1.2,2.8,0.412,1.3,2.4,0.529,0.6,1.2,0.5,1996
Fred Hoiberg,3.6,6.8,0.528,0.6,1.9,0.307,1.1,2.8,0.383,1.4,3.6,0.377,2.4,5.1,0.469,0.3,0.8,0.313,1996
Fred Roberts,1.2,1.9,0.609,0.3,1,0.25,0.6,1.3,0.438,0.1,1,0.125,0.6,1.7,0.353,1,1.5,0.667,1996
Gary Grant,3.7,6.6,0.554,1.3,3.1,0.42,0.6,3,0.206,1,2.6,0.392,1.3,3.1,0.402,0.5,1.4,0.4,1996
Gary Payton,11.6,22.5,0.516,2.3,5.6,0.401,2.4,6.2,0.386,3.9,9.8,0.404,6.2,16.4,0.381,0.8,1.8,0.457,1996
Gary Trent,8,14.9,0.54,1.9,4.7,0.414,1.8,4.6,0.402,2.1,5.3,0.392,3,8.1,0.365,0.4,1.3,0.306,1996
Gaylon Nickerson,4.5,6.5,0.692,0.3,1.5,0.167,0.3,1.3,0.25,0.5,2.8,0.182,1.5,4.5,0.333,0,2,0,1996
George Lynch,10.1,17.3,0.585,1.5,3.2,0.458,1.6,3.8,0.422,3,7.9,0.378,3,8.4,0.353,0.5,1.7,0.296,1996
George McCloud,8,14.1,0.564,1.5,3.8,0.398,1.9,4.8,0.39,2.9,6.9,0.416,3.5,8.5,0.406,0.3,0.8,0.333,1996
George Zidek,3.6,6.9,0.517,0.7,1.4,0.5,0.8,1.2,0.636,1.1,1.9,0.581,1.4,2.8,0.492,0.1,0.7,0.143,1996
Gerald Wilkins,10.5,18.2,0.577,2,4.9,0.4,2.2,5.2,0.424,2.8,6.4,0.435,3.5,9.2,0.385,0.2,0.9,0.225,1996
Gheorghe Muresan,7.8,14.4,0.54,1.5,3.8,0.404,2.7,6.8,0.4,3.8,9,0.418,3.2,7.3,0.435,0.5,1.4,0.333,1996
Glen Rice,15.6,35.3,0.444,2.6,5.2,0.499,3.3,6.9,0.476,5.2,10.4,0.498,5.9,13.2,0.451,0.5,1.7,0.318,1996
Glenn Robinson,15.5,26.1,0.595,2.7,6.9,0.392,3.7,9.3,0.392,4.1,9.9,0.414,3.3,8.6,0.382,0.8,2.6,0.307,1996
Grant Hill,11,19.6,0.56,2.3,5.9,0.39,3.8,9.3,0.405,5.2,12.6,0.414,4.9,12.6,0.385,0.6,1.9,0.321,1996
Grant Long,4.4,8.3,0.532,0.9,2.2,0.408,1.7,4.1,0.421,2.8,6.1,0.45,2.6,6.5,0.402,0.6,1.3,0.442,1996
Greg Anderson,7.8,13.6,0.57,1.4,2.9,0.462,1.4,3.6,0.385,2.2,5.2,0.423,2.8,7.3,0.389,0.5,1.4,0.324,1996
Greg Anthony,11.3,20.1,0.56,1.9,4.2,0.446,1.9,4.7,0.407,3.4,8.3,0.408,3.7,9.5,0.388,0.8,2,0.393,1996
Greg Dreiling,3.3,4.9,0.665,1.1,2.5,0.464,0.9,2.4,0.379,0.9,2.4,0.374,1.2,3.2,0.363,0.3,0.7,0.429,1996
Greg Foster,3.4,6.4,0.538,1.1,2.1,0.533,0.8,1.9,0.397,1.4,3.4,0.405,1.7,4.8,0.35,0.2,0.9,0.25,1996
Greg Graham,2.7,5.1,0.535,0.4,0.9,0.389,1.1,1.9,0.545,1.1,2.3,0.457,1,3.1,0.333,0.3,0.8,0.333,1996
Greg Minor,10.3,20.8,0.497,1.5,3.5,0.421,1.7,3.7,0.447,2.3,4.8,0.485,2.4,6.5,0.373,0.4,0.7,0.6,1996
Greg Ostertag,5.9,12.3,0.485,1.7,3.8,0.44,1.5,4.2,0.354,2.5,6.8,0.366,4,9.7,0.41,0.4,1,0.447,1996
Hakeem Olajuwon,11.1,21.3,0.521,2.9,6.9,0.428,2.8,6.7,0.416,4.8,12.3,0.394,5.4,15,0.363,0.4,1.1,0.395,1996
Harvey Grant,7.4,14,0.525,1.3,3.1,0.43,1.6,4.1,0.397,2.4,5.7,0.423,2.3,6.3,0.369,0.4,1.4,0.263,1996
Haywoode Workman,9,15.5,0.581,1,2.3,0.444,1.5,4.3,0.353,2,3.5,0.571,3,6.5,0.462,0,1,0,1996
Henry James,6.2,12.1,0.51,1.5,2.9,0.532,1.4,3.9,0.369,2.4,5.3,0.462,2.4,5.7,0.426,0.2,0.8,0.273,1996
Herb Williams,3,5.6,0.542,0.4,1.5,0.28,0.6,1.8,0.344,0.7,2.4,0.279,1.5,3.1,0.468,1.2,2.4,0.5,1996
Hersey Hawkins,10.1,19.6,0.513,2,4.9,0.411,2.1,5.3,0.386,3.5,8.6,0.409,5.3,14.1,0.372,0.9,1.7,0.537,1996
Horace Grant,13.5,24,0.564,2.8,6.9,0.408,2.6,6.7,0.384,3.8,8.9,0.424,4.8,13,0.37,0.1,1.2,0.098,1996
Horacio Llamas,1.9,3.1,0.597,0.9,1.6,0.522,0.3,1.6,0.16,0.4,1.4,0.286,0.9,2.6,0.341,0,0,0,1996
Hot Rod Williams,11.3,20.5,0.553,2.9,6.8,0.423,2.8,6.5,0.431,3.9,9.4,0.417,4.9,12.2,0.398,0.3,0.9,0.292,1996
Howard Eisley,3.6,7.1,0.5,0.8,2,0.422,0.9,2.2,0.406,1.3,3.6,0.374,2.1,5.7,0.369,0.2,0.7,0.292,1996
Hubert Davis,6.9,12.4,0.557,1.5,3.2,0.461,1,3.1,0.324,0.9,2.8,0.333,2.2,6.2,0.356,0.2,0.6,0.273,1996
Ike Austin,7.6,14.1,0.536,2.1,6.1,0.346,1.8,4.8,0.378,1.9,4.3,0.443,2.3,6,0.382,0.4,1,0.364,1996
Isaiah Rider,11.7,21.7,0.539,2.9,6.6,0.433,2.6,6.7,0.389,3,7.7,0.394,4.3,11.5,0.375,0.3,1.1,0.294,1996
Ivano Newbill,3.8,7.2,0.529,0.9,2,0.466,0.9,2.2,0.426,1.3,3.3,0.403,1.8,4.3,0.412,0.3,0.9,0.273,1996
Jack Haley,1.4,2.3,0.6,0.5,0.9,0.5,0.5,0.7,0.7,0.3,1.2,0.278,0.8,1.9,0.412,0.2,0.7,0.25,1996
Jalen Rose,5.3,10.2,0.52,0.9,2.5,0.353,1.5,3.7,0.398,2.3,5.2,0.439,2.5,6.4,0.387,0.4,1.2,0.306,1996
Jamal Mashburn,9.2,16.4,0.563,2.8,7.5,0.371,2.7,7.4,0.37,3.5,8.3,0.423,3.7,9.6,0.388,0.7,1.5,0.45,1996
James Robinson,7.5,13.2,0.569,1.5,4,0.383,1.3,3.6,0.368,1.8,4.6,0.392,2.5,6.6,0.383,0.3,1.4,0.205,1996
James Scott,1.5,3.4,0.444,0.3,1,0.333,0.7,1.3,0.5,1,2,0.5,0.6,1.1,0.556,0,0.5,0,1996
Jamie Feick,5.8,9.9,0.581,1.1,2.3,0.463,0.8,2.4,0.33,1.4,4.3,0.34,3.2,6.7,0.47,0.4,0.9,0.462,1996
Jamie Watson,4.7,8.4,0.56,1.1,2.3,0.477,1.2,3.1,0.391,2,5,0.404,1.8,5.9,0.309,0.4,1,0.4,1996
Jaren Jackson,5.3,10,0.535,1.1,2.6,0.4,1.2,2.9,0.42,1.6,3.9,0.422,1.5,4.5,0.344,0.4,1.2,0.311,1996
Jason Caffey,5.9,11.2,0.529,1.6,3.3,0.498,1.8,4.3,0.417,2.6,6.4,0.41,2.5,6.8,0.37,0.2,1,0.219,1996
Jason Kidd,13,23,0.566,3.3,8.2,0.406,2.9,7,0.407,3.9,9.7,0.403,5.5,13.5,0.404,0.3,0.7,0.375,1996
Jason Sasser,3.1,7.1,0.439,0.2,1,0.167,1.4,2,0.7,1.3,1.9,0.692,1.1,2.4,0.474,0,2,0,1996
Jayson Williams,14.3,25.9,0.553,2.2,5.2,0.411,2.5,6.2,0.407,4.4,10.7,0.411,4,10.1,0.395,0.8,2.1,0.387,1996
Jeff Grayer,4.7,8.2,0.568,1,2.2,0.429,1.2,2.9,0.417,1.5,3.8,0.38,1.9,5.2,0.361,0.2,1,0.167,1996
Jeff Hornacek,8.9,17,0.524,2.2,4.9,0.453,2,5.2,0.384,3.2,8.6,0.377,4.8,12.4,0.389,0.3,1.1,0.293,1996
Jeff McInnis,3.5,5.5,0.648,0.7,2,0.35,0.9,2.3,0.407,1.3,3.6,0.372,1.2,2.6,0.441,0.6,0.8,0.75,1996
Jermaine O'Neal,3.5,7.4,0.477,0.9,2.1,0.407,0.8,2.1,0.383,1.3,2.9,0.449,1.2,3.6,0.336,0.4,1.1,0.4,1996
Jerome Allen,4.1,7.7,0.533,0.9,2.3,0.401,1.1,2.6,0.436,1.8,4,0.444,2,5,0.398,0.4,0.9,0.414,1996
Jerome Kersey,8,15,0.532,1.9,5.1,0.365,2.2,5.3,0.416,2.6,6.1,0.428,2.9,8.1,0.36,0.3,1.1,0.315,1996
Jerome Williams,1.3,2.6,0.494,0.3,0.8,0.4,0.5,1.3,0.387,1.2,2.4,0.491,1.1,3.3,0.341,0.3,1.2,0.25,1996
Jerry Stackhouse,17.2,31.3,0.549,2.7,5.5,0.499,3.4,8.5,0.399,4.1,9.9,0.421,4.4,11,0.402,1.7,5.5,0.309,1996
Jim Jackson,13.1,22.9,0.573,2.3,5.8,0.4,2.7,6.9,0.394,4.7,11.4,0.416,5.5,13.8,0.398,0.8,1.7,0.45,1996
Jim McIlvaine,5.4,10.7,0.503,1.1,3,0.369,1.2,3.2,0.365,2.4,5.2,0.454,2.9,7.5,0.387,0.5,1.1,0.424,1996
Jimmy Carruth,1,2,0.5,1,2.5,0.4,1,2.5,0.4,0,1,0,1.5,4.5,0.333,0,1,0,1996
Jimmy King,6.5,9.5,0.684,1,2,0.5,1,2,0.5,1.5,1.5,1,1,3.5,0.286,0,0,0,1996
Jimmy Oliver,6.3,10.5,0.595,0.5,0.5,1,0,1,0,0.5,2,0.25,3,6,0.5,0,0.5,0,1996
Joe Courtney,4.2,7.4,0.567,1,2.2,0.45,1.4,2.7,0.526,1.3,3,0.444,1.2,2.8,0.44,0.3,1.7,0.2,1996
Joe Dumars,10.4,18.8,0.557,2.1,5.4,0.392,3.8,9.1,0.421,4.7,11.3,0.418,4.8,11.8,0.403,0.6,1.8,0.317,1996
Joe Kleine,5.6,9.4,0.595,1.3,2.8,0.449,1.1,2.8,0.412,1.7,3.9,0.437,1.9,5.5,0.344,0.4,1,0.385,1996
Joe Smith,14.7,23.9,0.612,2.8,6.3,0.435,2.5,6.7,0.372,5.4,12.4,0.437,5.8,14.9,0.389,0.4,1.4,0.315,1996
Joe Stephens,3,4,0.75,2,3,0.667,1,3,0.333,0,0,0,0,2.5,0,0,1,0,1996
Joe Wolf,3.4,5.7,0.597,0.9,2.4,0.389,1,2.6,0.368,1.1,2.5,0.439,1,2.7,0.392,0.4,1.2,0.345,1996
John Crotty,4,7.7,0.527,1.3,3.5,0.362,1,2.8,0.361,1.4,2.8,0.484,1.6,4.3,0.365,0.2,0.8,0.267,1996
John Long,4.7,7.8,0.594,0.8,1.9,0.404,1,3.1,0.313,1,2.8,0.345,1.5,4.1,0.358,0.3,1.2,0.263,1996
John Starks,7.4,14.2,0.521,1.6,3.9,0.412,2.3,6.6,0.351,2.4,6.4,0.372,3.2,9,0.361,0.4,1.6,0.25,1996
John Stockton,10.3,19.2,0.533,2.6,5.4,0.485,2.2,5.7,0.381,3.6,9.5,0.378,5.5,14.2,0.385,0.4,1.3,0.344,1996
John Wallace,3.9,7.1,0.547,0.6,1.8,0.327,0.8,2.5,0.314,1,2.9,0.365,1.7,4.7,0.365,0.3,1.2,0.207,1996
Johnny Newman,9.1,15.5,0.588,1.7,4.5,0.367,2.3,5.9,0.399,2.6,6.2,0.41,2.1,5.6,0.38,0.6,2.2,0.292,1996
Jon Barry,5.5,10.8,0.513,1.4,3,0.466,1.4,3.4,0.404,1.8,4.6,0.388,2,5.7,0.358,0.3,0.9,0.278,1996
Jud Buechler,3.2,6.1,0.53,0.8,1.8,0.438,1.1,2.7,0.405,1.1,3.1,0.34,1.4,4,0.351,0.1,1.1,0.087,1996
Juwan Howard,14,25.9,0.541,2.7,6.3,0.419,3.5,9.2,0.385,5.2,12.4,0.423,4.8,12,0.402,0.9,2.5,0.36,1996
Karl Malone,10.4,20,0.522,2.6,5.7,0.465,2.3,5.8,0.398,3.8,10.1,0.379,5.7,14.6,0.388,0.3,1.2,0.299,1996
Keith Askins,6.5,12.6,0.517,2.1,5.9,0.357,1.8,4.7,0.388,2.3,4.9,0.465,2.5,6.5,0.381,0.4,0.9,0.419,1996
Keith Tower,6.2,10.2,0.608,0.4,3.6,0.111,1,3.8,0.263,0.8,3.4,0.235,2,4.4,0.455,0,1,0,1996
Ken Norman,5.2,9.6,0.54,0.7,2.5,0.297,1.1,3.3,0.347,1.1,3.5,0.322,1.2,4.2,0.292,0.3,0.8,0.375,1996
Kendall Gill,15.2,26.9,0.564,2,5.3,0.375,2.5,6.7,0.372,4.8,11.7,0.413,5.2,13.3,0.394,0.9,2.2,0.418,1996
Kenny Anderson,12.5,24.1,0.518,3.2,7.5,0.42,2.6,7,0.379,3.5,8.5,0.408,4.9,13,0.375,0.6,1.6,0.4,1996
Kenny Smith,7,12.1,0.575,1.7,3.5,0.49,1.1,3.5,0.322,2.2,5.1,0.429,2.3,5.8,0.401,0.4,0.7,0.526,1996
Kerry Kittles,14.5,25.7,0.565,1.9,4.8,0.396,2.4,6.3,0.388,4.6,10.9,0.425,4.7,12.2,0.383,0.8,2,0.419,1996
Kevin Duckworth,5.9,10,0.592,1.1,2.3,0.474,1,2.7,0.366,2,4.5,0.457,1.7,3.9,0.441,0.3,0.6,0.4,1996
Kevin Edwards,7,11.2,0.624,0.7,1.9,0.377,0.9,2.2,0.412,1.8,4.1,0.433,1.8,5,0.358,0.2,1,0.227,1996
Kevin Gamble,4.9,8.5,0.58,1.5,3.6,0.408,1.4,3.4,0.41,1.9,4.9,0.378,2.1,5.2,0.412,0.1,0.7,0.143,1996
Kevin Garnett,13.4,26.1,0.513,3.1,7,0.442,2.5,6.8,0.365,4.2,10.4,0.401,5,12.9,0.384,0.3,1.3,0.266,1996
Kevin Johnson,14.1,24.7,0.571,3.4,8.2,0.414,3.1,7.5,0.407,4.5,10.4,0.427,6,15,0.398,0.3,0.9,0.353,1996
Kevin Salvadori,2.5,4.4,0.564,0.8,2.1,0.366,0.8,2.3,0.344,1.1,3,0.367,0.9,2.5,0.383,0,0.5,0,1996
Kevin Willis,8.8,15.8,0.557,2.2,5.1,0.434,1.7,4.4,0.397,3.3,8.1,0.413,3.9,10.8,0.363,0.5,1,0.5,1996
Khalid Reeves,7.8,14,0.557,1.5,3.8,0.388,1.5,3.6,0.419,3.4,7.4,0.456,3.1,7.5,0.408,0.4,1.2,0.326,1996
Kobe Bryant,5.6,10.4,0.541,1.2,3.1,0.405,1.3,3.3,0.406,1.8,4.5,0.409,1.7,4.9,0.339,0.3,1.1,0.279,1996
Kurt Thomas,6.4,13,0.491,1.2,4.1,0.301,1.8,4.6,0.384,1.9,4.6,0.422,2.6,5.9,0.439,0,0.5,0,1996
LaPhonso Ellis,14.1,25.5,0.552,3.3,7.2,0.453,2.9,7,0.423,5.6,12.5,0.448,4.5,11.2,0.402,0.5,1.3,0.357,1996
LaSalle Thompson,1.8,3.4,0.523,0.6,1.9,0.324,0.8,1.3,0.583,1,2.4,0.4,0.6,1.8,0.318,0,0.7,0,1996
Lamond Murray,6.8,12.3,0.55,1.4,2.9,0.482,1.1,2.8,0.384,1.5,4,0.372,1.8,5.4,0.343,0.2,0.8,0.212,1996
Larry Johnson,9.9,19.1,0.519,2.2,5.2,0.414,3.2,8.3,0.387,3.6,9.3,0.384,4.3,11,0.39,0.4,1.7,0.263,1996
Larry Krystkowiak,1.7,2.7,0.625,0,0,0,0.7,2,0.333,1,2,0.5,0.3,1,0.333,0,0,0,1996
Larry Stewart,4,8.1,0.496,0.9,2.2,0.431,1.1,2.6,0.41,1.7,3.8,0.439,2.6,6.7,0.391,0.3,0.9,0.4,1996
Latrell Sprewell,16.1,26.5,0.606,2.9,6.7,0.429,2.6,7.1,0.367,5.5,12.7,0.429,6.2,16.4,0.38,0.4,1.4,0.311,1996
Lawrence Moten,7.6,12.7,0.596,1.3,2.7,0.481,1.2,3,0.394,1.8,5.1,0.365,2.2,5.7,0.384,0.5,1.8,0.31,1996
Lee Mayberry,10,17.1,0.586,1.8,3.6,0.491,1.5,3.7,0.411,2.3,6.3,0.361,3.1,8.6,0.367,0.3,1.2,0.233,1996
Lindsey Hunter,10.7,19.2,0.558,2.2,5.6,0.402,3.8,8.8,0.425,4.8,11.5,0.418,4.7,11.7,0.402,0.6,1.8,0.318,1996
Lionel Simmons,4.4,7.6,0.581,1.2,2.8,0.416,1.1,2.9,0.367,1.3,3,0.424,1.6,4.1,0.401,0.2,0.8,0.2,1996
Litterial Green,1.4,3.4,0.422,0.6,1.7,0.34,0.5,1.4,0.362,1.5,3.1,0.47,1.1,3.4,0.323,0.3,1,0.304,1996
Lloyd Daniels,5,9,0.558,0.4,1.6,0.273,1.3,2.5,0.51,1.6,3.8,0.417,2.3,5,0.457,0.2,0.5,0.333,1996
Loren Meyer,4.5,8,0.559,1.2,3.5,0.342,1.2,3.3,0.369,1.9,4.6,0.412,2.3,5.5,0.429,0.4,1,0.375,1996
Lorenzen Wright,10.3,18.5,0.555,2.2,4.7,0.468,1.5,3.7,0.414,2.5,6.3,0.404,3.3,8.5,0.386,0.4,1.1,0.333,1996
Lorenzo Williams,4.2,8.5,0.488,0.9,2.4,0.4,1.5,3.5,0.424,1.8,4,0.456,2.4,4.6,0.511,0.4,1.1,0.333,1996
Lou Roe,2.1,3.6,0.581,0.6,1.8,0.333,0.6,1.4,0.435,0.6,2.2,0.286,1.4,2.8,0.5,0,0,0,1996
Loy Vaught,13.9,24.4,0.571,2.5,5.4,0.47,1.9,5.1,0.37,3.5,8.7,0.402,4.8,12,0.396,0.4,1.1,0.367,1996
Luc Longley,7.5,15.1,0.499,2.2,4.5,0.498,2.3,5.7,0.398,3.1,8.5,0.364,3.5,8.5,0.416,0.2,1.2,0.207,1996
Lucious Harris,6.5,11.3,0.577,1.3,2.6,0.487,1.4,3.2,0.429,1.4,3.4,0.401,1.4,4.3,0.319,0.8,2.2,0.361,1996
Mahmoud Abdul-Rauf,9.5,15.7,0.603,2.7,6.2,0.434,2.5,6.1,0.419,3.3,8.3,0.393,3.5,9.4,0.374,0.3,1.1,0.257,1996
Malik Rose,3.8,8.9,0.427,1,1.7,0.596,0.9,1.9,0.507,1.3,2.4,0.558,1.5,2.9,0.503,0.1,0.8,0.111,1996
Malik Sealy,12,20.9,0.573,2.2,4.8,0.461,1.8,4.7,0.383,3,7.7,0.391,4.4,11,0.403,0.4,1.2,0.35,1996
Marcus Brown,2.7,4.9,0.544,0.8,2.3,0.324,1.1,2.3,0.488,1,2.5,0.396,1,2.6,0.37,0,0.8,0,1996
Marcus Camby,11.2,19.7,0.57,2.4,5.7,0.422,2.1,5.6,0.377,2.5,5.8,0.434,4.2,11.3,0.367,0.5,1.5,0.319,1996
Mario Elie,11,20.1,0.549,2.9,6.7,0.433,2.5,6.2,0.405,4.5,11,0.404,5.1,13.5,0.379,0.5,1.2,0.432,1996
Mark Bradtke,3.3,6,0.544,0.9,2.1,0.462,0.6,1.5,0.381,0.9,2.4,0.382,0.6,2.2,0.288,0.5,1.8,0.281,1996
Mark Bryant,8.6,14.5,0.592,1.7,4.1,0.409,1.9,4.5,0.424,3,7.1,0.418,3.8,8.9,0.421,0.3,0.9,0.357,1996
Mark Davis,10.5,18.7,0.562,1.3,2.8,0.457,2.1,4.9,0.424,2.3,5.4,0.418,2.9,7.2,0.396,0.7,2.7,0.257,1996
Mark Hendrickson,4.8,8.8,0.539,1,2.2,0.45,1,2.4,0.415,1,2.8,0.371,1.8,4,0.444,0.6,1.7,0.379,1996
Mark Jackson,12.7,23.9,0.533,2.8,6.5,0.427,2.9,7.4,0.389,5.6,12.8,0.441,4.7,11.4,0.41,0.5,1.6,0.299,1996
Mark Price,10.9,17.9,0.61,2,4.8,0.429,1.5,4.3,0.362,3.4,8.2,0.417,4.2,10.8,0.385,0.3,1.1,0.267,1996
Mark Strickland,1.8,3.3,0.559,0.8,1.9,0.413,0.7,1.5,0.486,0.8,1.5,0.571,0.6,1.7,0.348,0.3,0.9,0.375,1996
Mark West,3.3,6.2,0.529,1.1,3.5,0.317,1.1,3.3,0.333,1.8,4.2,0.425,1.6,4.3,0.372,0.2,0.5,0.4,1996
Martin Lewis,1.9,3.3,0.567,0.2,0.7,0.25,0.3,0.9,0.333,0.8,2.3,0.357,1.6,3.4,0.458,1,2.5,0.4,1996
Martin Muursepp,2.4,4.2,0.565,0.7,1.8,0.4,0.9,2.3,0.387,1,2.5,0.405,1.3,3,0.425,0.1,0.8,0.143,1996
Marty Conlon,10.9,19.6,0.553,1.3,2.3,0.538,1.6,3,0.525,2.1,3.9,0.542,3,7.7,0.392,0.5,1.4,0.352,1996
Matt Bullard,5,9,0.559,1.1,2.9,0.369,1.1,2.8,0.411,2,4.9,0.414,2.4,6.2,0.394,0.3,1.1,0.28,1996
Matt Fish,0.5,1.7,0.3,0,0,0,0,0.7,0,1,1,1,0,0.8,0,0,0,0,1996
Matt Geiger,7.7,17.2,0.447,1.5,3,0.496,1.5,3.4,0.442,2.4,5.1,0.46,3,6,0.505,0.2,1.2,0.185,1996
Matt Maloney,9.4,17.5,0.535,2.4,5.5,0.441,2.3,5.4,0.426,3.8,9.9,0.386,4.5,12.1,0.366,0.4,0.9,0.485,1996
Matt Steigenga,2,4.5,0.444,0,1,0,0.5,2.5,0.2,1.5,3.5,0.429,1,2,0.5,0,1,0,1996
Melvin Booker,6.3,11.8,0.536,1.6,3.1,0.518,1.4,3.7,0.386,3.1,8.2,0.372,3.8,8,0.475,0.3,1,0.286,1996
Michael Cage,6.7,11.8,0.563,1.1,2.6,0.43,1.6,3.6,0.436,1.8,3.7,0.476,1.7,4.5,0.38,0.8,2.8,0.301,1996
Michael Curry,3.7,6.9,0.541,1,2.5,0.377,1.2,3.3,0.358,2,5.1,0.39,2.1,5.6,0.375,0.5,1.2,0.42,1996
Michael Finley,11.4,19.2,0.593,2.5,5.8,0.432,2.8,6.9,0.398,4,10.2,0.395,4.6,12.7,0.359,0.4,1.4,0.298,1996
Michael Hawkins,5.4,9.9,0.545,1.2,2,0.618,0.6,1.5,0.432,1.2,2.7,0.443,2.1,4.4,0.478,0.5,1.1,0.438,1996
Michael Jordan,11.8,23.4,0.504,3,6.2,0.483,3.1,7.7,0.402,4.7,12,0.394,4.8,13.1,0.37,0.3,1.5,0.235,1996
Michael Smith,10.4,17.9,0.582,2.9,7,0.416,2.7,6.3,0.425,3.4,8.9,0.381,3.8,10,0.379,0.4,1.4,0.273,1996
Mike Brown,5.5,8.5,0.647,1.4,5,0.28,1.4,3.8,0.368,1.8,3.6,0.5,2.2,5,0.433,0.5,0.5,1,1996
Mitch Richmond,12.9,22.1,0.584,3.6,8.5,0.422,3.3,8.1,0.41,4.3,11.1,0.389,4.9,12.7,0.385,0.4,1.6,0.254,1996
Mitchell Butler,2.7,5.8,0.468,0.7,2.1,0.345,1,2.3,0.434,0.9,2.8,0.318,1.2,4.2,0.284,0.7,1.7,0.4,1996
Monty Williams,6.5,12.9,0.508,1.5,3.4,0.43,1.4,3.6,0.402,2.2,5.1,0.435,3,7.6,0.392,0.2,1.1,0.172,1996
Moochie Norris,4.4,8.9,0.493,1.4,2,0.688,0.6,1.1,0.556,1.1,3.5,0.321,1.6,4.7,0.333,0.5,0.5,1,1996
Mookie Blaylock,11.6,23.5,0.495,2.4,6,0.407,3.2,8,0.393,4.7,11.3,0.421,4.8,13,0.371,0.4,1.5,0.25,1996
Muggsy Bogues,10.3,24.6,0.42,1.8,3.4,0.512,2.5,4.7,0.53,3.8,6.8,0.551,4.1,8.2,0.497,0.4,1.9,0.227,1996
Nate Driggers,4.7,8.6,0.55,1,1.7,0.6,0.3,0.6,0.571,0.9,2,0.458,1.5,3.3,0.449,0,0.6,0,1996
Nate McMillan,5.7,10.8,0.531,1,2.6,0.392,1.1,3.1,0.36,1.7,4.5,0.383,3.5,9.8,0.361,0.6,1.5,0.389,1996
Nick Anderson,13,22.9,0.568,2.4,6,0.395,2.3,5.9,0.392,3,7.9,0.385,4.5,12.5,0.357,0.2,1.1,0.179,1996
Nick Van Exel,12.5,23.5,0.53,2.7,7.2,0.379,3.4,8.5,0.407,3.8,8.9,0.431,4.9,12.5,0.392,0.5,1.5,0.302,1996
Olden Polynice,11.9,20.3,0.586,3.4,7.8,0.439,3.1,7.5,0.421,3.9,10.3,0.381,4.4,11.5,0.383,0.4,1.5,0.259,1996
Oliver Miller,6,11,0.545,1.6,3.9,0.408,1.6,3.9,0.397,2.1,5.3,0.393,2.7,6.6,0.404,0.6,1.1,0.583,1996
Othella Harrington,5.4,9.7,0.557,1.2,3,0.415,1,2.8,0.357,2,5,0.4,2.1,5.9,0.347,0.4,1.3,0.278,1996
Otis Thorpe,9,16.3,0.551,2,5,0.405,3.5,8.3,0.414,4.5,10.9,0.413,4.2,10.7,0.392,0.6,1.9,0.306,1996
P.J. Brown,9.8,18.9,0.517,3,8.7,0.338,2.6,7.2,0.359,3,6.9,0.435,3.4,8.7,0.388,0.5,1.1,0.404,1996
Patrick Ewing,10.4,20.4,0.508,2.2,5.4,0.407,3.4,9.4,0.367,3.7,10.1,0.37,4.8,12.5,0.383,0.5,1.9,0.237,1996
